timestamp,plant_id,soil_moisture_pct,temperature_c,humidity_pct,watered,irrigation_needed,stress_level
2024-06-02T06:00:00,plant_a,87.74,36.04,37.62,0,0,healthy
2024-06-02T06:30:00,plant_a,87.86,36.36,40.05,0,0,healthy
2024-06-02T07:00:00,plant_a,89.92,36.49,36.3,0,0,healthy
2024-06-02T07:30:00,plant_a,88.57,36.87,38.2,0,0,healthy
2024-06-02T08:00:00,plant_a,87.01,37.16,37.42,0,0,healthy
2024-06-02T08:30:00,plant_a,88.5,37.17,38.38,0,0,healthy
2024-06-02T09:00:00,plant_a,87.81,37.37,38.34,0,0,healthy
2024-06-02T09:30:00,plant_a,86.91,36.3,41.04,0,0,healthy
2024-06-02T10:00:00,plant_a,87.19,36.12,41.77,0,0,healthy
2024-06-02T10:30:00,plant_a,86.22,34.78,41.87,0,0,healthy
2024-06-02T11:00:00,plant_a,86.89,34.71,44.46,0,0,healthy
2024-06-02T11:30:00,plant_a,87.12,33.97,45.89,0,0,healthy
2024-06-02T12:00:00,plant_a,85.93,33.12,47.97,0,0,healthy
2024-06-02T12:30:00,plant_a,85.88,32.71,50.42,0,0,healthy
2024-06-02T13:00:00,plant_a,86.3,32.03,52.72,0,0,healthy
2024-06-02T13:30:00,plant_a,86.72,31.21,55.25,0,0,healthy
2024-06-02T14:00:00,plant_a,85.29,31.62,54.5,0,0,healthy
2024-06-02T14:30:00,plant_a,85.92,29.81,59.75,0,0,healthy
2024-06-02T15:00:00,plant_a,87.17,29.15,65.83,0,0,healthy
2024-06-02T15:30:00,plant_a,84.17,28.56,64.21,0,0,healthy
2024-06-02T16:00:00,plant_a,83.7,27.74,66.87,0,0,healthy
2024-06-02T16:30:00,plant_a,84.61,26.22,72.47,0,0,healthy
2024-06-02T17:00:00,plant_a,84.01,27.17,69.92,0,0,healthy
2024-06-02T17:30:00,plant_a,84.43,27.22,71.86,0,0,healthy
2024-06-02T18:00:00,plant_a,82.16,25.3,75.32,0,0,healthy
2024-06-02T18:30:00,plant_a,84.67,25.68,75.38,0,0,healthy
2024-06-02T19:00:00,plant_a,81.82,24.74,78.47,0,0,healthy
2024-06-02T19:30:00,plant_a,84.21,23.98,77.07,0,0,healthy
2024-06-02T20:00:00,plant_a,85.26,25.56,78.14,0,0,healthy
2024-06-02T20:30:00,plant_a,83.88,24.27,75.86,0,0,healthy
2024-06-02T21:00:00,plant_a,83.52,25.12,77.48,0,0,healthy
2024-06-02T21:30:00,plant_a,82.84,24.71,74.6,0,0,healthy
2024-06-02T22:00:00,plant_a,81.99,25.77,71.14,0,0,healthy
2024-06-02T22:30:00,plant_a,82.94,26.13,75.44,0,0,healthy
2024-06-02T23:00:00,plant_a,83.4,26.87,70.84,0,0,healthy
2024-06-02T23:30:00,plant_a,82.39,26.79,71.76,0,0,healthy
2024-06-03T00:00:00,plant_a,84.36,28.1,78.51,0,0,healthy
2024-06-03T00:30:00,plant_a,83.0,28.86,71.63,0,0,healthy
2024-06-03T01:00:00,plant_a,82.65,30.28,70.95,0,0,healthy
2024-06-03T01:30:00,plant_a,81.11,29.96,66.77,0,0,healthy
2024-06-03T02:00:00,plant_a,83.6,30.37,60.13,0,0,healthy
2024-06-03T02:30:00,plant_a,80.25,31.66,60.75,0,0,healthy
2024-06-03T03:00:00,plant_a,82.83,32.15,56.5,0,0,healthy
2024-06-03T03:30:00,plant_a,79.86,33.33,56.42,0,0,healthy
2024-06-03T04:00:00,plant_a,83.35,34.22,53.23,0,0,healthy
2024-06-03T04:30:00,plant_a,83.66,34.5,50.35,0,0,healthy
2024-06-03T05:00:00,plant_a,81.29,34.91,46.13,0,0,healthy
2024-06-03T05:30:00,plant_a,81.98,35.77,47.11,0,0,healthy
2024-06-03T06:00:00,plant_a,80.81,36.25,48.77,0,0,healthy
2024-06-03T06:30:00,plant_a,81.57,36.25,44.15,0,0,healthy
2024-06-03T07:00:00,plant_a,81.29,36.2,44.01,0,0,healthy
2024-06-03T07:30:00,plant_a,81.28,37.59,45.1,0,0,healthy
2024-06-03T08:00:00,plant_a,82.28,36.62,44.52,0,0,healthy
2024-06-03T08:30:00,plant_a,79.48,36.98,44.32,0,0,healthy
2024-06-03T09:00:00,plant_a,79.73,37.5,45.05,0,0,healthy
2024-06-03T09:30:00,plant_a,78.17,36.67,44.43,0,0,healthy
2024-06-03T10:00:00,plant_a,80.24,36.29,46.78,0,0,healthy
2024-06-03T10:30:00,plant_a,77.57,35.2,48.81,0,0,healthy
2024-06-03T11:00:00,plant_a,81.36,35.91,52.08,0,0,healthy
2024-06-03T11:30:00,plant_a,77.11,34.87,48.47,0,0,healthy
2024-06-03T12:00:00,plant_a,81.29,34.01,51.81,0,0,healthy
2024-06-03T12:30:00,plant_a,81.54,33.46,53.03,0,0,healthy
2024-06-03T13:00:00,plant_a,79.26,32.17,58.51,0,0,healthy
2024-06-03T13:30:00,plant_a,78.13,32.24,58.77,0,0,healthy
2024-06-03T14:00:00,plant_a,78.86,31.63,62.28,0,0,healthy
2024-06-03T14:30:00,plant_a,78.52,30.2,65.09,0,0,healthy
2024-06-03T15:00:00,plant_a,78.85,29.39,67.28,0,0,healthy
2024-06-03T15:30:00,plant_a,80.0,28.93,70.92,0,0,healthy
2024-06-03T16:00:00,plant_a,76.95,27.59,75.36,0,0,healthy
2024-06-03T16:30:00,plant_a,77.38,27.44,75.42,0,0,healthy
2024-06-03T17:00:00,plant_a,78.14,26.62,78.8,0,0,healthy
2024-06-03T17:30:00,plant_a,77.04,26.48,80.39,0,0,healthy
2024-06-03T18:00:00,plant_a,77.0,25.37,79.43,0,0,healthy
2024-06-03T18:30:00,plant_a,76.14,24.97,83.29,0,0,healthy
2024-06-03T19:00:00,plant_a,76.87,25.74,86.25,0,0,healthy
2024-06-03T19:30:00,plant_a,76.87,24.34,82.77,0,0,healthy
2024-06-03T20:00:00,plant_a,76.67,24.31,83.14,0,0,healthy
2024-06-03T20:30:00,plant_a,77.04,24.77,82.19,0,0,healthy
2024-06-03T21:00:00,plant_a,75.74,25.83,82.6,0,0,healthy
2024-06-03T21:30:00,plant_a,75.6,25.21,83.43,0,0,healthy
2024-06-03T22:00:00,plant_a,75.74,25.9,81.93,0,0,healthy
2024-06-03T22:30:00,plant_a,77.43,26.71,78.56,0,0,healthy
2024-06-03T23:00:00,plant_a,77.86,26.35,77.06,0,0,healthy
2024-06-03T23:30:00,plant_a,77.91,27.58,75.7,0,0,healthy
2024-06-04T00:00:00,plant_a,74.92,28.79,69.28,0,0,healthy
2024-06-04T00:30:00,plant_a,75.12,29.01,68.25,0,0,healthy
2024-06-04T01:00:00,plant_a,73.56,30.15,65.66,0,0,healthy
2024-06-04T01:30:00,plant_a,75.27,31.19,63.75,0,0,healthy
2024-06-04T02:00:00,plant_a,75.12,31.3,61.27,0,0,healthy
2024-06-04T02:30:00,plant_a,73.91,32.21,56.67,0,0,healthy
2024-06-04T03:00:00,plant_a,75.68,33.2,55.11,0,0,healthy
2024-06-04T03:30:00,plant_a,76.84,33.95,52.1,0,0,healthy
2024-06-04T04:00:00,plant_a,73.9,34.85,51.02,0,0,healthy
2024-06-04T04:30:00,plant_a,76.97,34.92,48.09,0,0,healthy
2024-06-04T05:00:00,plant_a,75.03,35.77,46.1,0,0,healthy
2024-06-04T05:30:00,plant_a,72.92,36.65,45.34,0,0,healthy
2024-06-04T06:00:00,plant_a,76.21,37.66,42.43,0,0,healthy
2024-06-04T06:30:00,plant_a,74.67,37.11,44.66,0,0,healthy
2024-06-04T07:00:00,plant_a,92.92,37.55,38.7,1,0,healthy
2024-06-04T07:30:00,plant_a,91.74,36.7,38.33,0,0,healthy
2024-06-04T08:00:00,plant_a,95.0,37.22,39.89,0,0,healthy
2024-06-04T08:30:00,plant_a,93.08,37.76,38.75,0,0,healthy
2024-06-04T09:00:00,plant_a,95.0,36.96,39.76,0,0,healthy
2024-06-04T09:30:00,plant_a,94.22,37.12,43.89,0,0,healthy
2024-06-04T10:00:00,plant_a,94.01,36.28,42.07,0,0,healthy
2024-06-04T10:30:00,plant_a,92.96,36.61,44.94,0,0,healthy
2024-06-04T11:00:00,plant_a,93.28,36.15,45.29,0,0,healthy
2024-06-04T11:30:00,plant_a,93.04,35.29,50.34,0,0,healthy
2024-06-04T12:00:00,plant_a,92.86,34.42,48.66,0,0,healthy
2024-06-04T12:30:00,plant_a,93.58,33.62,53.09,0,0,healthy
2024-06-04T13:00:00,plant_a,90.25,33.53,53.05,0,0,healthy
2024-06-04T13:30:00,plant_a,91.38,32.77,55.61,0,0,healthy
2024-06-04T14:00:00,plant_a,92.01,31.59,58.73,0,0,healthy
2024-06-04T14:30:00,plant_a,93.51,31.38,59.88,0,0,healthy
2024-06-04T15:00:00,plant_a,89.96,30.33,63.45,0,0,healthy
2024-06-04T15:30:00,plant_a,91.05,29.32,68.92,0,0,healthy
2024-06-04T16:00:00,plant_a,91.07,28.6,69.06,0,0,healthy
2024-06-04T16:30:00,plant_a,92.73,27.71,72.91,0,0,healthy
2024-06-04T17:00:00,plant_a,90.41,27.36,74.12,0,0,healthy
2024-06-04T17:30:00,plant_a,90.69,26.4,77.29,0,0,healthy
2024-06-04T18:00:00,plant_a,92.46,26.46,78.65,0,0,healthy
2024-06-04T18:30:00,plant_a,91.66,26.39,79.16,0,0,healthy
2024-06-04T19:00:00,plant_a,90.81,26.11,79.65,0,0,healthy
2024-06-04T19:30:00,plant_a,89.3,25.62,77.22,0,0,healthy
2024-06-04T20:00:00,plant_a,90.38,25.73,82.08,0,0,healthy
2024-06-04T20:30:00,plant_a,90.51,25.99,80.05,0,0,healthy
2024-06-04T21:00:00,plant_a,89.04,25.2,78.09,0,0,healthy
2024-06-04T21:30:00,plant_a,88.59,26.27,78.39,0,0,healthy
2024-06-04T22:00:00,plant_a,90.87,26.4,79.11,0,0,healthy
2024-06-04T22:30:00,plant_a,91.43,26.54,75.68,0,0,healthy
2024-06-04T23:00:00,plant_a,89.49,26.67,75.38,0,0,healthy
2024-06-04T23:30:00,plant_a,91.53,27.91,71.66,0,0,healthy
2024-06-05T00:00:00,plant_a,91.29,28.91,72.6,0,0,healthy
2024-06-05T00:30:00,plant_a,90.02,30.33,72.07,0,0,healthy
2024-06-05T01:00:00,plant_a,90.89,31.19,67.38,0,0,healthy
2024-06-05T01:30:00,plant_a,89.14,31.86,62.98,0,0,healthy
2024-06-05T02:00:00,plant_a,91.13,33.26,63.53,0,0,healthy
2024-06-05T02:30:00,plant_a,88.04,34.47,62.69,0,0,healthy
2024-06-05T03:00:00,plant_a,89.45,34.04,55.86,0,0,healthy
2024-06-05T03:30:00,plant_a,89.6,34.78,54.63,0,0,healthy
2024-06-05T04:00:00,plant_a,90.28,35.25,55.34,0,0,healthy
2024-06-05T04:30:00,plant_a,90.73,36.01,48.04,0,0,healthy
2024-06-05T05:00:00,plant_a,88.39,36.68,47.79,0,0,healthy
2024-06-05T05:30:00,plant_a,85.5,37.52,49.17,0,0,healthy
2024-06-05T06:00:00,plant_a,87.14,37.94,42.78,0,0,healthy
2024-06-05T06:30:00,plant_a,89.1,38.3,46.77,0,0,healthy
2024-06-05T07:00:00,plant_a,88.44,38.5,43.84,0,0,healthy
2024-06-05T07:30:00,plant_a,87.42,38.26,42.96,0,0,healthy
2024-06-05T08:00:00,plant_a,87.64,38.92,42.9,0,0,healthy
2024-06-05T08:30:00,plant_a,87.05,38.97,45.11,0,0,healthy
2024-06-05T09:00:00,plant_a,86.14,39.34,42.65,0,0,healthy
2024-06-05T09:30:00,plant_a,86.34,39.37,44.09,0,0,healthy
2024-06-05T10:00:00,plant_a,88.7,38.37,42.49,0,0,healthy
2024-06-05T10:30:00,plant_a,86.98,37.4,44.45,0,0,healthy
2024-06-05T11:00:00,plant_a,84.49,37.14,49.08,0,0,healthy
2024-06-05T11:30:00,plant_a,86.86,36.38,48.96,0,0,healthy
2024-06-05T12:00:00,plant_a,84.98,35.63,50.78,0,0,healthy
2024-06-05T12:30:00,plant_a,85.7,35.14,53.33,0,0,healthy
2024-06-05T13:00:00,plant_a,85.44,34.1,57.15,0,0,healthy
2024-06-05T13:30:00,plant_a,86.11,33.71,60.43,0,0,healthy
2024-06-05T14:00:00,plant_a,83.31,32.7,62.75,0,0,healthy
2024-06-05T14:30:00,plant_a,85.85,31.43,65.18,0,0,healthy
2024-06-05T15:00:00,plant_a,86.34,31.23,67.37,0,0,healthy
2024-06-05T15:30:00,plant_a,85.24,30.65,71.0,0,0,healthy
2024-06-05T16:00:00,plant_a,84.61,29.91,71.16,0,0,healthy
2024-06-05T16:30:00,plant_a,84.16,29.7,74.2,0,0,healthy
2024-06-05T17:00:00,plant_a,84.01,28.41,77.65,0,0,healthy
2024-06-05T17:30:00,plant_a,83.05,28.46,76.79,0,0,healthy
2024-06-05T18:00:00,plant_a,82.68,27.74,79.85,0,0,healthy
2024-06-05T18:30:00,plant_a,84.2,27.73,80.19,0,0,healthy
2024-06-05T19:00:00,plant_a,84.27,26.69,83.54,0,0,healthy
2024-06-05T19:30:00,plant_a,84.41,27.12,82.44,0,0,healthy
2024-06-05T20:00:00,plant_a,82.63,26.72,83.08,0,0,healthy
2024-06-05T20:30:00,plant_a,83.49,26.95,80.12,0,0,healthy
2024-06-05T21:00:00,plant_a,83.68,26.78,80.03,0,0,healthy
2024-06-05T21:30:00,plant_a,83.23,26.57,81.86,0,0,healthy
2024-06-05T22:00:00,plant_a,84.4,27.63,78.16,0,0,healthy
2024-06-05T22:30:00,plant_a,82.21,28.03,74.56,0,0,healthy
2024-06-05T23:00:00,plant_a,83.53,28.87,76.01,0,0,healthy
2024-06-05T23:30:00,plant_a,82.69,29.27,75.03,0,0,healthy
2024-06-06T00:00:00,plant_a,84.48,28.8,65.54,0,0,healthy
2024-06-06T00:30:00,plant_a,82.48,29.57,66.56,0,0,healthy
2024-06-06T01:00:00,plant_a,82.53,29.82,60.45,0,0,healthy
2024-06-06T01:30:00,plant_a,80.27,31.14,57.15,0,0,healthy
2024-06-06T02:00:00,plant_a,81.18,31.01,54.9,0,0,healthy
2024-06-06T02:30:00,plant_a,83.22,32.05,51.34,0,0,healthy
2024-06-06T03:00:00,plant_a,82.63,33.21,52.05,0,0,healthy
2024-06-06T03:30:00,plant_a,83.18,34.09,46.98,0,0,healthy
2024-06-06T04:00:00,plant_a,82.01,35.0,45.7,0,0,healthy
2024-06-06T04:30:00,plant_a,80.31,35.89,43.78,0,0,healthy
2024-06-06T05:00:00,plant_a,81.42,36.04,43.98,0,0,healthy
2024-06-06T05:30:00,plant_a,82.1,36.42,41.73,0,0,healthy
2024-06-06T06:00:00,plant_a,84.24,37.55,40.27,0,0,healthy
2024-06-06T06:30:00,plant_a,80.18,38.84,36.3,0,0,healthy
2024-06-06T07:00:00,plant_a,80.93,37.31,39.7,0,0,healthy
2024-06-06T07:30:00,plant_a,81.72,37.17,37.15,0,0,healthy
2024-06-06T08:00:00,plant_a,81.69,37.67,34.75,0,0,healthy
2024-06-06T08:30:00,plant_a,79.98,37.57,36.78,0,0,healthy
2024-06-06T09:00:00,plant_a,80.03,37.89,35.83,0,0,healthy
2024-06-06T09:30:00,plant_a,78.37,37.04,40.12,0,0,healthy
2024-06-06T10:00:00,plant_a,79.55,37.93,39.99,0,0,healthy
2024-06-06T10:30:00,plant_a,78.62,36.22,41.07,0,0,healthy
2024-06-06T11:00:00,plant_a,78.39,36.99,40.95,0,0,healthy
2024-06-06T11:30:00,plant_a,80.39,36.03,44.24,0,0,healthy
2024-06-06T12:00:00,plant_a,78.16,34.69,47.12,0,0,healthy
2024-06-06T12:30:00,plant_a,80.18,34.11,46.82,0,0,healthy
2024-06-06T13:00:00,plant_a,78.96,33.08,48.13,0,0,healthy
2024-06-06T13:30:00,plant_a,77.85,32.01,54.85,0,0,healthy
2024-06-06T14:00:00,plant_a,80.81,32.54,55.72,0,0,healthy
2024-06-06T14:30:00,plant_a,77.71,31.29,60.78,0,0,healthy
2024-06-06T15:00:00,plant_a,77.57,30.19,65.06,0,0,healthy
2024-06-06T15:30:00,plant_a,77.76,29.31,64.41,0,0,healthy
2024-06-06T16:00:00,plant_a,78.41,28.39,66.2,0,0,healthy
2024-06-06T16:30:00,plant_a,76.15,28.03,71.57,0,0,healthy
2024-06-06T17:00:00,plant_a,78.29,27.52,69.32,0,0,healthy
2024-06-06T17:30:00,plant_a,76.89,27.46,71.6,0,0,healthy
2024-06-06T18:00:00,plant_a,78.88,26.05,73.46,0,0,healthy
2024-06-06T18:30:00,plant_a,79.12,25.45,76.84,0,0,healthy
2024-06-06T19:00:00,plant_a,74.7,25.96,75.64,0,0,healthy
2024-06-06T19:30:00,plant_a,77.83,24.59,73.53,0,0,healthy
2024-06-06T20:00:00,plant_a,76.09,25.81,75.24,0,0,healthy
2024-06-06T20:30:00,plant_a,76.44,25.37,75.8,0,0,healthy
2024-06-06T21:00:00,plant_a,75.63,26.1,76.77,0,0,healthy
2024-06-06T21:30:00,plant_a,78.32,25.99,74.58,0,0,healthy
2024-06-06T22:00:00,plant_a,76.62,26.48,73.82,0,0,healthy
2024-06-06T22:30:00,plant_a,74.66,27.18,71.07,0,0,healthy
2024-06-06T23:00:00,plant_a,75.35,26.92,72.46,0,0,healthy
2024-06-06T23:30:00,plant_a,76.31,28.6,69.16,0,0,healthy
2024-06-07T00:00:00,plant_a,74.31,29.59,69.4,0,0,healthy
2024-06-07T00:30:00,plant_a,75.31,30.29,65.64,0,0,healthy
2024-06-07T01:00:00,plant_a,75.89,31.06,62.95,0,0,healthy
2024-06-07T01:30:00,plant_a,75.4,31.2,61.62,0,0,healthy
2024-06-07T02:00:00,plant_a,74.88,33.54,56.53,0,0,healthy
2024-06-07T02:30:00,plant_a,73.83,34.28,53.27,0,0,healthy
2024-06-07T03:00:00,plant_a,74.84,34.81,52.59,0,0,healthy
2024-06-07T03:30:00,plant_a,73.49,35.39,50.31,0,0,healthy
2024-06-07T04:00:00,plant_a,76.89,36.26,52.81,0,0,healthy
2024-06-07T04:30:00,plant_a,73.25,36.66,44.48,0,0,healthy
2024-06-07T05:00:00,plant_a,76.49,37.59,45.25,0,0,healthy
2024-06-07T05:30:00,plant_a,74.04,37.48,39.35,0,0,healthy
2024-06-07T06:00:00,plant_a,76.9,38.42,40.55,0,0,healthy
2024-06-07T06:30:00,plant_a,75.83,38.86,41.24,0,0,healthy
2024-06-07T07:00:00,plant_a,93.05,38.53,39.23,1,0,healthy
2024-06-07T07:30:00,plant_a,95.0,39.35,36.92,0,0,healthy
2024-06-07T08:00:00,plant_a,94.81,39.9,39.3,0,0,healthy
2024-06-07T08:30:00,plant_a,95.0,38.96,39.58,0,0,healthy
2024-06-07T09:00:00,plant_a,95.0,38.86,40.78,0,0,healthy
2024-06-07T09:30:00,plant_a,93.03,38.8,41.14,0,0,healthy
2024-06-07T10:00:00,plant_a,92.96,38.66,39.92,0,0,healthy
2024-06-07T10:30:00,plant_a,92.68,37.78,45.29,0,0,healthy
2024-06-07T11:00:00,plant_a,93.8,37.64,43.02,0,0,healthy
2024-06-07T11:30:00,plant_a,93.29,36.2,45.23,0,0,healthy
2024-06-07T12:00:00,plant_a,93.98,36.0,50.44,0,0,healthy
2024-06-07T12:30:00,plant_a,92.51,35.24,52.52,0,0,healthy
2024-06-07T13:00:00,plant_a,91.75,33.96,55.03,0,0,healthy
2024-06-07T13:30:00,plant_a,92.81,32.94,55.71,0,0,healthy
2024-06-07T14:00:00,plant_a,91.62,33.72,57.16,0,0,healthy
2024-06-07T14:30:00,plant_a,91.2,31.87,59.29,0,0,healthy
2024-06-07T15:00:00,plant_a,90.86,30.89,61.89,0,0,healthy
2024-06-07T15:30:00,plant_a,89.59,30.12,63.57,0,0,healthy
2024-06-07T16:00:00,plant_a,90.72,29.75,66.42,0,0,healthy
2024-06-07T16:30:00,plant_a,91.75,29.35,69.79,0,0,healthy
2024-06-07T17:00:00,plant_a,90.47,29.41,72.76,0,0,healthy
2024-06-07T17:30:00,plant_a,91.46,27.23,73.14,0,0,healthy
2024-06-07T18:00:00,plant_a,88.16,27.65,76.14,0,0,healthy
2024-06-07T18:30:00,plant_a,89.84,27.68,75.2,0,0,healthy
2024-06-07T19:00:00,plant_a,91.24,26.6,77.18,0,0,healthy
2024-06-07T19:30:00,plant_a,90.97,27.29,77.9,0,0,healthy
2024-06-07T20:00:00,plant_a,92.72,26.85,77.58,0,0,healthy
2024-06-07T20:30:00,plant_a,87.01,27.78,77.53,0,0,healthy
2024-06-07T21:00:00,plant_a,88.86,27.75,79.43,0,0,healthy
2024-06-07T21:30:00,plant_a,90.36,26.9,77.36,0,0,healthy
2024-06-07T22:00:00,plant_a,89.44,27.36,77.14,0,0,healthy
2024-06-07T22:30:00,plant_a,87.6,28.49,74.81,0,0,healthy
2024-06-07T23:00:00,plant_a,92.59,28.91,69.31,0,0,healthy
2024-06-07T23:30:00,plant_a,89.1,29.39,70.97,0,0,healthy
2024-06-08T00:00:00,plant_a,91.15,29.62,71.61,0,0,healthy
2024-06-08T00:30:00,plant_a,91.01,31.73,72.55,0,0,healthy
2024-06-08T01:00:00,plant_a,89.26,32.29,69.85,0,0,healthy
2024-06-08T01:30:00,plant_a,91.04,32.91,65.95,0,0,healthy
2024-06-08T02:00:00,plant_a,88.53,32.83,63.58,0,0,healthy
2024-06-08T02:30:00,plant_a,88.93,34.18,58.62,0,0,healthy
2024-06-08T03:00:00,plant_a,88.75,35.05,55.39,0,0,healthy
2024-06-08T03:30:00,plant_a,89.18,35.8,54.33,0,0,healthy
2024-06-08T04:00:00,plant_a,88.08,36.72,54.91,0,0,healthy
2024-06-08T04:30:00,plant_a,88.13,37.55,51.26,0,0,healthy
2024-06-08T05:00:00,plant_a,85.54,37.35,47.01,0,0,healthy
2024-06-08T05:30:00,plant_a,89.54,38.24,46.95,0,0,healthy
2024-06-08T06:00:00,plant_a,89.24,38.24,43.66,0,0,healthy
2024-06-08T06:30:00,plant_a,86.87,38.88,43.45,0,0,healthy
2024-06-08T07:00:00,plant_a,88.39,38.91,44.14,0,0,healthy
2024-06-08T07:30:00,plant_a,89.12,39.97,43.34,0,0,healthy
2024-06-08T08:00:00,plant_a,88.07,39.68,43.02,0,0,healthy
2024-06-08T08:30:00,plant_a,86.88,39.87,44.85,0,0,healthy
2024-06-08T09:00:00,plant_a,89.84,39.22,43.27,0,0,healthy
2024-06-08T09:30:00,plant_a,87.76,38.95,44.55,0,0,healthy
2024-06-08T10:00:00,plant_a,86.91,38.53,47.42,0,0,healthy
2024-06-08T10:30:00,plant_a,87.03,38.19,47.56,0,0,healthy
2024-06-08T11:00:00,plant_a,86.79,37.77,47.86,0,0,healthy
2024-06-08T11:30:00,plant_a,84.92,37.05,48.22,0,0,healthy
2024-06-08T12:00:00,plant_a,86.42,35.94,53.48,0,0,healthy
2024-06-08T12:30:00,plant_a,86.84,35.82,54.3,0,0,healthy
2024-06-08T13:00:00,plant_a,86.22,34.17,55.28,0,0,healthy
2024-06-08T13:30:00,plant_a,85.32,34.33,59.37,0,0,healthy
2024-06-08T14:00:00,plant_a,84.08,33.46,61.42,0,0,healthy
2024-06-08T14:30:00,plant_a,83.8,32.76,64.4,0,0,healthy
2024-06-08T15:00:00,plant_a,86.32,32.12,68.38,0,0,healthy
2024-06-08T15:30:00,plant_a,85.09,30.77,68.35,0,0,healthy
2024-06-08T16:00:00,plant_a,82.76,31.56,70.48,0,0,healthy
2024-06-08T16:30:00,plant_a,84.11,29.61,73.86,0,0,healthy
2024-06-08T17:00:00,plant_a,83.51,28.42,74.75,0,0,healthy
2024-06-08T17:30:00,plant_a,82.41,28.6,76.94,0,0,healthy
2024-06-08T18:00:00,plant_a,83.13,28.3,78.55,0,0,healthy
2024-06-08T18:30:00,plant_a,84.96,27.71,80.92,0,0,healthy
2024-06-08T19:00:00,plant_a,82.15,27.87,80.81,0,0,healthy
2024-06-08T19:30:00,plant_a,84.14,27.59,81.67,0,0,healthy
2024-06-08T20:00:00,plant_a,83.84,27.25,84.12,0,0,healthy
